Pays,Substance,Message
Sri Lanka,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Sri Lanka,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Sri Lanka,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Sri Lanka,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Sri Lanka,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Phényl 1 Propanone 2,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Acide N-acétylanthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Pipéronal,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Safrole,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Pseudoéphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Noréphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Ergométrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Ergotamine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Acide lysergique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Alpha-phénylacétoacétonitrile,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suède,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Suède,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Suède,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Suède,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Suède,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suède,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suède,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Suède,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suède,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suède,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suède,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suède,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suède,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suède,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Suède,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Suède,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Suède,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Suisse,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Phényl 1 Propanone 2,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Acide N-acétylanthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Pipéronal,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Safrole,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Pseudoéphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Noréphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Ergométrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Ergotamine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Acide lysergique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Anhydride acétique,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Suisse,Acide phénylacétique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Suisse,Acide anthranilique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Suisse,Pipéridine,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Suisse,Permanganate de potassium,Autorisation d'exportation requise mais pas d'information à l'importation.
Suisse,Acide chlorhydrique,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Suisse,Acide sulfurique,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Suisse,Toluéne,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Suisse,Ether éthylique,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Suisse,Acétone,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Suisse,Méthyléthylcétone,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Suisse,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise. En Suisse les préparations à base de pseudoéphédrine contenant moins de 50 mg calculée en base sont exemptées d'autorisation d'importation.
Suisse,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise. En Suisse les préparations à base de pseudoéphédrine contenant moins de 50 mg calculée en base sont exemptées d'autorisation d'importation.
Suisse,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise. En Suisse les préparations à base de pseudoéphédrine contenant moins de 50 mg calculée en base sont exemptées d'autorisation d'importation.
Suisse,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise. En Suisse les préparations à base de pseudoéphédrine contenant moins de 50 mg calculée en base sont exemptées d'autorisation d'importation.
Suriname,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Alpha-phénylacétoacétamide,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Phényl 1 Propanone 2,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Acide N-acétylanthranilique,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Isosafrole (cis + trans),Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Pipéronal,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Safrole,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Chloroéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Chloropseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Ephédrine (matiére premiére),Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Pseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Noréphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Ergométrine,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Ergotamine,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Acide lysergique,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Huile de sassafras,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,N-phénylpipéridine-4-amine,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Phosphore rouge,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suriname,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suriname,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suriname,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Suriname,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suriname,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suriname,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suriname,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suriname,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suriname,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Suriname,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Suriname,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Suriname,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Suriname,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Phényl 1 Propanone 2,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Acide N-acétylanthranilique,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Pipéronal,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Safrole,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Pseudoéphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Syrie,Noréphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Ergométrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Syrie,Ergotamine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Syrie,Acide lysergique,Importation interdite à destination + autorisation d'exportation.
Syrie,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Syrie,Anhydride acétique,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Syrie,Acide phénylacétique,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Acide anthranilique,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Pipéridine,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Permanganate de potassium,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Acide chlorhydrique,"Pas d'autorisation d'exportation requise, mais autorisation requise (général valide) à l'importation."
Syrie,Acide sulfurique,"Pas d'autorisation d'exportation requise, mais autorisation requise (général valide) à l'importation."
Syrie,Toluéne,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Ether éthylique,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Acétone,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Méthyléthylcétone,Autorisation d'exportation + autorisation d'importation (général valide) nécessaires.
Syrie,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Syrie,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Syrie,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Syrie,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Phényl 1 Propanone 2,Importation interdite à destination + autorisation d'exportation.
Tadjikistan,Acide N-acétylanthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Pipéronal,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Safrole,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Pseudoéphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Noréphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Ergométrine,Importation interdite à destination + autorisation d'exportation.
Tadjikistan,Ergotamine,Importation interdite à destination + autorisation d'exportation.
Tadjikistan,Acide lysergique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise sans autorisation à l'importation.
Tadjikistan,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise sans autorisation à l'importation.
Tadjikistan,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise sans autorisation à l'importation.
Tadjikistan,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Anhydride acétique,Importation interdite à destination + autorisation d'exportation.
Tadjikistan,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Tadjikistan,Acide phénylacétique,Importation interdite à destination + autorisation d'exportation.
Tadjikistan,Acide anthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Pipéridine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Permanganate de potassium,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Acide chlorhydrique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Tadjikistan,Acide sulfurique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Tadjikistan,Toluéne,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Ether éthylique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Acétone,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Méthyléthylcétone,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tadjikistan,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Tadjikistan,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Taiwan,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Alpha-phénylacétoacétamide,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Phényl 1 Propanone 2,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Acide N-acétylanthranilique,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Isosafrole (cis + trans),Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Pipéronal,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Safrole,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Chloroéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Chloropseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Ephédrine (matiére premiére),Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Pseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Noréphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Ergométrine,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Ergotamine,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Acide lysergique,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Huile de sassafras,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise sans autorisation à l'importation.
